sentence,label
Roller coaster is fun,1
should be good enough,1
well i am going to get some sleep how,1
chickasha 73018 to u,1
oh yes all about u you too sweet dreams,1
the secretary let the president know and he went out there and was like,0
i wanna be out but im scared,1
I want to enter my dick in to ur vagina,0
is there a dennys,1
I do not know what will happen when I get there ok,1
cant tell you until i see you,1
would like to watch or join u,1
and then i left cause i was gonna watch a movie,1
lol well thats good,1
if u r out in front of the school can any one see u,1
hey e03aa9707bd13f180c517ae1a47e9da2 whats up,1
just a pair of shorts,1
i missed you the other nite,1
can u get a taxi,1
well we can watch a movie,1
it was one of the first questions that popped into my mind too,0
if ur gonna feel uncomfortable about it tell me because then i wont do it,1
r u around tonight,1
i wish i could be sure,1
I will go to my girlfriends overnight,1
or what we would do,1
nah just put it up is it real or fake,1
dunno if it is a Safari problem or a site problem,0
he will kiss you back,1
or do i have to set them for each share,0
she works for a car dealership,1
cause itll be hard for me to see u a lot,1
you ever ridden a horse,1
only 1 way to know for sure,1
no not that much,0
but its same street,1
I have to go to sleep now,0
but your sexy and i would asking you if i can kissing you,1
u have some reversation about me and wanting to take u out,1
but implicit scoping is convenient and has evolved as a de facto standard in JS libraries,0
let me see yoru pics again,1
its ok Luke dont worry,1
tryin to find some fun,1
if i go off that men,1
let me see some pics,1
sorry not going to do it,1
instead of the back yard lol,0
hope u dont mind,1
ok if u can git back on k hun,1
brb got to get a shower i stink bad,1
and im not smart,0
u no it LOL,0
if we play not incouse fine with u,1
No toast and eggs,1
I would try to be available later,1
i dont wanna disapoint ya,1
but you have to see them do you want too,1
bigay mo na ngayon,0
yea i can mapquest it i guess,1
safari complained about me not having an SVG plugin when I tried to load it,0
it gives me ick mouth after a point,0
then work your arse off preparing for prelims after this Thrusday,0
i wish i was with u,1
can we talk through the email on myspace,1
u can feel I am ur own body,1
and u asked me to stop,1
would u wanna try,1
it goes in the same place the onclick used to go,0
cuz im so horny now,0
IS  THERE ANY BODY FUCKING U AT BACK,0
thats a good idea right,1
hey u r giving same numer which u gave me before,1
are they dark or pink nipples,1
cool in here now,1
later as in late tonight u mean,1
u in boxers again today,1
and its all real,0
may as well clean up my code then,0
any qwestions u wana ask me,1
i hope we can still be friends,1
ill call you and talk a sec then ill find out,1
dont worry after all u havee to take care of urself too,1
keep it between us,1
in x11 you can make a program grab the input,0
you make your self do it feels good thats what happens,1
Hey what u doing,1
i got a 90 day review today and my boss says people were complaing about me but they like to be really picky at my job,1
no i should thank u,1
how late did u stay up last night,1
what u wana talk about,0
Not really sleeping and eating,0
how are u feeling today,1
im free all day,1
lol i wish baby i wish,1
but your will be larger later on,1
yea i have another like 4 yrs of schooling at least,1
i dont know i dont usually like THAT many guys but i saw you and im like omg i want this guy,1
yea thats why i asked,1
yeah tell me about it,0
so u sleep good,1
im the boogey girl,0
its faster neway the ither way,1
it would be fun,1
shes great she is down stairs watching tv,1
alot of guys think that a sexy girl like you is maybe stuck up and wouldnt even like being around most boys,1
do i have 2 wait n see,1
my friend told me about it a couple of days ago and so ive been on it a bit,0
like u wanna trust me,1
u should answer the door topless,1
i got the patron,0
what are you wearing,1
have to change the oil in my truck,1
suck my cock right now,0
i hope not lol,1
where u going to tell your granma u going,1
do ur work ur schooling is very important,1
Yeah what u been thinking,1
in a few minutes,1
well its not everyday an under age gurl talks with a 32 year old guy,1
the tiny shipped got lost,0
sounded like a parent,0
Mmmm i cant wait to see u and hold u,1
I would like to meet you,1
so u play sports in school,1
my head gets swallon,1
and u get relief,1
HALF NAKED WITH ONLY HIS UNDERWEAR,0
im sending photos of reaaally fat womans to perverts on omegle,0
I guess the girls take turns sucking until the last one makes him cum,1
maybe i could meet you at the mall,1
i am 21 m,0
i said your not a cop,1
i am too upset,1
have a good one,0
had to feed the cat and then brush him or else hell get mats and then hairballs,0
u still on or sleeping,1
i dont want anything to mess up things between us until youre 18,1
only if u want 2,0
when u call me back,1
tell me a story,0
and this new year i refuse to support the browser,0
u wish i was licking u right now,1
17 male new york horny,0
i have friend that plays some,1
talk about how good are you and what is your plan to become better,1
i just dont know what the cable would be called so i cant seach it,0
what is there to fail,0
Ah that well do it,1
Hi English male here,0
yes I will be here,1
ohh i want to lick ur pussy,0
now im getting harder,1
no i am just askin cause i never had a chance,1
Yeah that way ur gma wont freak out,1
i already got your present,1
i was talking to her right now,1
but still damn young lol,1
dont tell even none of your friends,1
I want you to love me back,1
probably depends on the current state of the issue,0
a widget which pops up on the scene view to display infos when hover an item,0
y are u sorry,1
more than a mouth full is a waste,1
I was thinking your room,1
what do u think,1
but 14 you can get life in prison for,1
ok we can have phn sex will u do that with me,1
If i buy then i will buy black one,1
y that on i said your more pleasure then work,1
i had an emergency,1
i want 2 b with nothing will change that,1
last night I was here but u came little late,1
i cant drive at the moment,1
did i get u in trouble,1
if it start to hella start hurting you ill stop but are you want to keep on trying,1
love you talk to you in abit,1
thought i was goin to my school,0
downloaded the suit pics,1
so what do u wann do on the first night,1
you got pioc wow cool,1
so how often do u smoke,1
at last he hosts it,0
good night my dear sweet sweet e03aa9707bd13f180c517ae1a47e9da2,1
cron emails you any output,0
we need meet and to take it easy,1
dont say sory its not a crime to not to be on msn,0
then i would pull out of my pants and starting rubbing you with it,1
cool i will have to try it,1
my hdd have 200gb,0
its another place where u can go and talk,1
depends what you want,0
you r so hot,1
Great way to say hello,1
what are you doing,0
hello I am Dear from thailand,0
need a ride home,1
let me know when youre back,1
ok i will bring that then,1
so ur father is really going to be gone am i rigth,1
sacrifices the chicken to summon annevk or abarth,0
what r u doing sami,1
i feel a connection with you,1
but it is still a guy,1
i guess i dont have very good luck,1
try to get a webcam so I can see u,1
I added you again,1
finally da chic gave up,1
I have to go to work,1
you and your sis going,1
oh so sorry for that,1
i dont think so babe,1
WebKit nightlies support it I believe,0
r u interest in sexy,0
Liers and thieves the 2 kinds of people I hate,1
I understand you well,0
wasnt planning to know too much about you,1
maybe I should wait,0
but you told me you were doing good at school and making friends,1
carrie that is how smart i am,1
should get my cell phone back soon,1
chack in the google what is nirvana,1
get my face all juicy,1
i am not mad or any thing,1
so do u need to go say bye to her,1
i have big tits,0
i can tell these things,1
i wuz wonderin if u got that pic u said u wud try 2 get,0
how about the ones of me laying down,1
da si naprawq me4,0
do u every take shower u cant wait take pissed in shower,1
i wish i could do those things with you now hehe,1
just tell somebody sent you a random cam in chat room,1
oh im like a foot taller,1
whats your last name,1
then why you say no touchy,1
ya give ur mail id,0
HOW CAN I BELIEVE U,0
i can try n pick u up,1
but i take you dont have a microphone,1
sorry Theory_ it was the next line which was giving me the error,0
Cool did u tan nude lol,1
do you have alots hairs down there,1
I want it all on my mouth,0
send me those pics real quick i think im gopgi to go see you,1
different cheaper things lots more things to do here people here are not nice its just alot different,1
what do u mean i see u now,1
ok I will try to get a room around back,1
i work so not til like 10,1
have some girl to girl talk,1
yea i am here,1
well you let me know when you can get out of the house,1
i dont know any more,1
i am also signing out,1
i meant before u,1
that could be really nice,1
did I make you feel uncomfortable,1
good night my girl,1
just aboy who wears panties for me,1
i cant sleep am so excited,1
just dont lift ur shirt,1
when i get kicked off the next time,1
so y does your dad leave u alone looking the way u do,1
Am going to jump in the shower brb,1
what about u e03aa9707bd13f180c517ae1a47e9da2 hows the homework doing,1
i cant that thought outta my head,1
its just 10 miles away,1
but that makes me very very curious,1
I will have a black button up shirt and some blue jeans,1
just seeing if u were around,1
fell u next 2 me,1
but then later the precision regressed and Google started reporting the official center point of Helsinki,0
r u linda jhonson,0
i dont no ur last name,0
hm yeh it should,0
nothing works for me,0
when you masturbate you know what to do,1
did you party all nite too,1
where r u from,0
good well hun all I know it that I am going to be very good to you and treat you with a lot of love,1
Yeah I think so,0
are you the guy who like pantra,0
i was and you stop,1
i dunno its killing me,1
i like them too,1
may be i have to do another one so i can see your,1
i am a sstraight female,0
i rarely get on cam,1
im not crazy wow ive been told i way to sweet ok,1
i cant get mad at u,0
talking about the things that we explore when we get together,1
have to use condoms,1
Of course it is hard to test the API without some assumptions about the protocol,0
so we should hook up,1
unwrapped is where they show how food products are made,1
so i guess if anything happens itll b up 2 u,1
what can i do 4 u,1
i think it matched looks then inserts the s as an element in the array,0
mmm sounds really sexy,1
so i would turn in my own test with the F allready on it,1
will u mind to come to my hotel,1
How ya doin Beanie,1
i told this asian girl that she was hot and she got offended,0
theres nothing wrong with having sex,1
And I have no idea how I managed to use the internet without tabbed browsing lol,0
thought i would check and see if you were on,1
the overlap between URLs and filenames makes things even worse,0
i dont wanna hang there,1
i t was ok and your,1
i can see you,1
no but its just like it,1
all a matter of convincing the client,0
maybe ask a friend to do it,1
to be REALLY good BF,1
but yes at four,1
the entire W3C DOM should be enshrined in Daily WTF in a place of high honor,0
it is to help control it,1
and ill be in touch soon,1
and then i slide my hands inside your shirt to rub and play with your breasts,1
i sent u a im,0
i wish i could share your optimism,0
along with the koalas,0
ok see about the pics and good night sleep well sweet dreams ok,1
i will cut ur moms brests,0
pepe as in penis,0
im 12 f australia,0
you miss me i got more pics on myspace today,1
im going on the 605 s,1
not that your the julouse type,1
and you dont think I would have been more mad if I drove all the way there and you weent home,1
skype is a closed system anyway,0
but u hate snow lol,1
dont u get nervous,1
do u love me,1
email them to me,1
yeah I can cook good,1
My mom is working away from home so I may lay in bed tonight and see if he comes in,0
so do u wanna talk when ur at ur friends party,1
k i am leaving now got to get gass then on my way,1
its good for both,1
just dont let it go to my voice mail,0
however because of our age difference,1
but u give me a big hug and well b ok,1
party in my pants,0
probley just watch some tv,1
i once convinced a new friend that i was from liverpool by faking a british accent hahaha,0
so I thought about it,1
not so much lately been fighting a lot,1
your such a cutie you know that i love your voice,1
RIGHT THROUGH YOUR EYE,0
after a long drive that i might need a shower,1
have a good night and day tomorrow,1
well if we meet what can i do to you,1
your cute as hell,1
So I will have to go home,1
disarrono is good though,0
and not hit a wall lol,1
tell bout ur boobs,0
well im wonderin if u goin to turn out to be a good lil slut for me,1
I will promise to do my best to try to meet you lter today,1
i run out there to eat,1
nah i get somethin a lil better,1
ok thank you ChanServ,0
since i dont get time to go to pubs i grind on my way to college,0
can u be in ur nighty tonight,1
but will teach u how to play with it,1
u must have dile up,1
well thanks for saying hi,1
well its not on ur profile,1
what do you want,1
yeah it would be cool to hang out,1
It should be possible to write conforming HTML5 that works in legacy browsers,0
if it is there I can buy webcam there,1
i am so embarrassed,0
would be cleaner to wrap it in a div tho,0
you need to be in Farmington,1
u can call me whenever u want,1
so you have alot of friends,1
so how are u doing,1
I would let you decide,1
or to find figure captions in the DOM,0
i work for  manufacturing company,0
i like guessing instead of asking its funner,0
hehe what do you want,1
we are going to party hard,1
it can be tough,1
i really want to meet you tonight,1
wow u really suck,0
the other statements can be phrased as statements of facts instead of conformance criteria,0
Yeah so ill take u to lagoon,1
no i dont want to,0
i have one in pink,0
dont eat solid foods,1
tell me what happened,1
there old friends of mine,1
just havent had the best day lol,0
my mom jus got home and is finishin packin,0
what ever I told u before,1
We could chat that way to,1
So its actually not really,0
well that is good,1
the mannual is talking about strings,0
What color is your underwear,0
wish u would get online,1
was you tired this morning,1
i dont know how I am going to hold back my desire for you once I see you,1
lol wha ts the bad,1
is that a bad thing,1
limited users can still run any exe they want to,0
where am i gona see you,1
i will leave at 930 be there around noon,1
i will check it out later,1
i said ok for saying she is out,1
anythin u wana ask me yet,1
they just beg to be kissed,1
what was it that made you think about me,1
what do u think,1
no i mean sex darling,1
Wish i was sleeping with u tho,1
ur too much to handle,0
to make the user agent,0
Im good love just drivin home,1
I met her on one of the cruise ships,1
where am i meet u at the beach,1
im not one of those weirdos on dateline nbc,1
you have to be able to use the desktop as large,0
nope but i wish,0
yeah of course silly,1
I am trying to install mozilla in debian etch,0
i feel a connection with you,1
went up north to see my sister,1
no i dont get scared with movies like that,1
as long as we keep secret between us,1
like in ur pic,1
the things that im goin to do to you,1
think u will be nervous tomorrow,1
the people implementing standalone parsers or accessibility tools can also ask for priority and some allocated time,0
i forgot to return,1
its gonna take me an hour,1
u still dont get it when your online with me you have all of my attention,1
the 31st I have to take my daughter to spokane,1
no i wont just keep your lips tight on it and go up and down its easy,1
maybe should I take a look at the um,0
and I like u,1
would u suck it,1
if i am at home call me to home no,1
it already has to do that,0
so my sexy little lady what are u up to,1
i always look in profiles,1
ill be on ur ass now,1
u got a pic for me,1
after i left u what was on ur mind,1
well maybe another day i can come,1
yes hun ill try everytime,1
i dont have any plan yet,1
u have no idea,1
im sorry i dont mean to upset u,1
whats your mom do,1
well i do have to go,1
i was born and raised there,1
you need to be positive,1
but ur so lovely,0
i just want to see u,1
i will still be here tomorrow if u want to talk,1
im glad u think i am too,1
hope u get this got run out be gone about an hour if your not still on please come on tonight i will have a suprise for u,1
Yeea i know sweetie,1
so i think there are two main problems that they are trying to solve here,0
18 6ft brown hair male,0
any other plans this weekend,1
dont u try 2 guess what some screen name means,0
hey am goint to get some food am going mobile,1
because they love you,0
ok u know the neighbors,1
or just bra and undies,1
not sure what were doin,0
your not trust me,1
safari is clearly buggy here,0
probably we cant stay that late,1
how was your day,1
well thats still pretty young,1
I want to make you hotter,1
dont mattr to me,0
was with a friend all day then went to parents for dinner tonight,1
so you wanna hang out some time or something,1
not to far away,1
i need to figure out this ports thing,0
no he is checking his work to make sure its all in good shape,1
yea i will sweeite,1
u didnt get any message i wrote,1
U have good hair style,1
the beer musta been cheap then,1
i just took a shower,1
ok well keep it to your self,1
lol ummm if u were here u would be,1
not scared u of,1
may i say something,1
thats cool what u going shopping for,1
hey ill be right back,1
just to tease each oothers,1
you do the same nobody need to see this,1
keeps looking in the address bar,0
well dont get drunk for me,1
tried to talk to u last nite,1
blue jeans and a sweatshirt,1
the type is TEXT,0
i watched a movie with my parents,0
she would too probably,1
in my place wanna see,1
i restarted it and it didnt come back  up,0
i am gonna go to sleep,1
ya buy u a soda 4 starts,1
k let me get ready now,1
you like to do photo share,1
she was just a friend from a while back,1
sounds more like a windows problem then a hardware problem,0
that we agree to hold off til i got there,1
am sorry sweetie i take pics ok,1
Again on Sunday my friend pick ups me,1
you are so sweet,1
to get out of my house and have a good time,1
can i come over there,1
see you in a bit,1
im jsut thinking about stuff we might do,1
u have nice lips,1
19 male north Sweden,0
see u in two hours,1
you never called or answered like you said u were,1
u like my big nuts,1
ur a gorgeous girl,1
but you like it lol,1
and i dont want u to think im trying to degrad u or anything,1
I figured that much,1
Dats super far from me,1
and he told me to get msg to winlogon u must using csr,0
well i kinda thought you knew i was thinking that,1
it wont work tho,1
sa kuradi  mandariini pea,0
i will be wearing a blue jacket,1
Cool did u like it,1
I WILL ANSWER YOU 10 QUESTIONS TRUTHFULLY,0
it was a bad joke,1
so are you looking forward to meeting me,1
blacky person are there,0
so is those theatre r close,1
and i dont get that question,0
when i get down there,1
so we dont want that,1
I need your addy 4 directions lol,1
hung out here wondering where u went,1
i assume your thinking too,1
hw r u carrying ur smart self,0
apparantly my computer will not post above 225MHz,0
i wish you were more interactive,1
that has been around for like four XHR Last Call in which we repeatedly invited the HTTP WG to comment,0
theres nothing wrong with that,1
it would be like 2,1
sorry for being away from keyboard was on telephone with cell phone company,0
oo then hi sexy,0
went from 37 to 44 pages,0
my house is right across the street from teh beach,0
will you slide your panties down for me i want ti lick it for you,1
well its not a grid system,0
ok and remember no bra and panties think of me all over you,1
i bet your pussy is really nice,1
again before u go,1
would expect it o,0
i just want to hold you,1
one is male and the other female,0
Just leaving the theater,1
evolve into a freaking dragon,0
cool so um have u been titi fucked,0
call me when u finally get online and see this message ok sweetie,1
i speak estonian language,0
hey i have to step away for a bit,1
yea i was on till like 10 i think then i went to bed,1
casll me at 10am,1
wish i had somegirl here,1
anything is yummy to me,1
will u use it,1
what if when i get there u think im ugly and fat and weird,1
kiss me hard tomorrow,1
I want to touch your butt too,1
dont want u think i am weird when that happens,1
so what do u wanna know more about me,1
so u would like me to stop,1
how close are u to,1
o ok take care,1
i have no data either way,0
so your back is against my chest,1
perhaps we can meet when u get ur license,1
you are a boy or girl,0
oh ok yeah i thought that was kinda quick,1
have to go now,1
how long was that,1
Actually i might be there in about twenty minutes,1
but if you mean doing the query in separate steps,0
i do not have a lot of time sweetie,1
i miss ya to hun,1
i have been thinking about you alot,1
dont worry 2 much,1
well u still want to do what we talked about,1
sorry it threw up,1
ill be there then,1
6 would be great,1
Hi Hi Hi Hi,0
liquid temp is 35,0
i cant write it right,0
I was thinking of something else,0
u went to the beach,1
who does besides Microsoft,0
im falling for you,1
im usually up til at least 2 am,1
and are u sure that no one is gonna be dropping by or checking up on u right,1
To give you as time I visit you,1
where is your parent and what will they think u chatting with me,1
if u would knew then then I could come to u,1
i need to know soon,1
Well you better get to sucking then,0
want to call me first,1
only some categories are implmented,0
havent u ever touched urself there or anything,1
adds a slide about IDness,0
sometimes today i did you do all this work for them and they cant give you 5 bucks,1
im not good at TOEIC,0
do u like that,1
mmm ok u know u got that,1
hali usually more people says that oracle is difficult,0
QHBox is just a widget with a QHBoxLayout,0
well you be thinking about it ok,1
I will meet you,1
well we talked about u drinking to much,1
and neither of us would get sick,0
lol i dont think she leaves until thursday but yeah if u want to,0
I wont use yours,1
it doesnt matter id really use the company,0
ok a tee and ur undies then,1
see you then sweety,1
come on chat with me,1
and use it to a series of script that i want create and test on my local machine with php,0
oh they are so useful for me,0
YOUR GOING TO END UP JUST LIKE HIM,0
glad you are to,0
hey babe where have u been,1
would love to see you naked,1
well i prefer dick,0
ill leave glamis around 10,1
you can feel my hard dick,1
Dunno why he joined to say that one thing,0
but it is ok,1
maybe they can create wikistry,0
second biggest city over here,0
yes he is almost done give me a min,1
or anything you fantasize,1
then im gonna go i cant keep staying up and waiting for u,1
go to sleep now,1
I XHR my clothes in and then hand them of to a worker thread,0
so what else is new is dad treating u nice,1
what city u in,1
i miss hearing ur voice,1
cause your dad will get mad,1
maybe we can get that into DOM3 Events,0
what time you have to get off hun,1
and have a few errants to do,1
so what are you doing now,1
im not being mean,1
u never called me,1
unles u are lookin to chat up some goirls here,0
I just wanted you to experience someting new for you,1
you can mail it to me,0
lots and lots for long times,1
when im showing what are u going to be doing,1
i ment if i came there,1
cool so its not that long thats awesome,0
you are so sweet,0
but believe me that is me,1
wish I was very close to u,1
you must be very smart,0
well that make 2 of us,1
So what you wearing is it cold there,1
let me get your number,1
so u have another guy off 2 side LOL,1
ok can u look now,1
ok let me know when u are back,1
where u at girl,1
ill be hungry too,1
iam not a hunk,1
then we will see what we want to do,1
I want to suck a dick,1
I know but I had no way to call you about my kid being here and all,1
I also want to lay u on the bed and stick my cock inyour mouth,1
i might have to suddenly leave,1
if you do that,0
so ill suggest enabling wins,0
hey sorry i hope i didnt get you in trouble are anything am sorry,1
she hopes u realize what u got,1
did u have fun,1
just looking for u,1
your mom doesnt mind u being out that late on a school night,1
thats up to you,1
didnt mean to put a question mark there lol,1
is she hot like you lol,1
i am sorry u have reached a number that is not working or has been disconnected please redial the number,1
bet ur parents are proud,0
those are the ones i would like,0
ok theres a couple days,1
i live in florida,0
do u wamnt to meet,1
because he was too agly,0
sexy ones i hope,1
most males either have a negative or passive response to that statement,0
k princess cant wait to see them hehe,1
and i will pat all ur body,1
i need a driver for this card,0
i dont have my phone right now ill seand u one later,0
it wasnt meant to be like a ouch thing,1
i am also preparing to come,1
i dont have too many normal days,0
meaning me and her,1
resists urge to poke 2360aabaa09d5610935ee7e2283f0780,0
how long u want me for,1
you want an appetizer,1
r u going 2 get mad,1
this one guy had been abusing it and had been talked to about it,0
im gonna enjoy just hangin out with you too i think it w be fun,1
ok talk to u tomorrow,1
dan the fckn man,0
she dont wanna see me right now she said,0
hey u hung up on me,1
not really but its still workin,1
although my cousin plays it fine like that,0
u want me to stay,0
n is up tpo yuo sami,1
we can talk on phone,1
u want to try anal with me i will be gentle so it does not hurt,1
only sees a daily limit,0
ok ima go cash me check and head that way right now,1
Flame would be nice though,1
so now your turn,1
so what r u up to,1
ill be back in a little bit,1
i hate those things,0
im pretty bored as well,0
how the heck to i get visual studio to stop using windows line endings,0
I DONT GIVE A SHIT YOU FAKE,0
eventually entire map would be covered in lines,0
Not let any strange right,1
well it works fine with the checkbox and text types,0
well i want u to go 1st and tell me,1
so what did she ground u from,1
i would like for u to take a pic of your pussy for me,1
dont feel bad me to,1
i want you to sit on my cock,1
or do you understand that you really are important to me and this is a very hard decision,1
sweet i love ice cream,1
It will probably be a classic,1
what happened in ur dream,1
That way we know about each other,1
have a nice day,0
I forgot the phone in the car papi,1
i dint see u on,0
how did u increase upto 20 cm,0
oh god yesss baby I been thinking about you all week,1
i would like to what your looking for in me or from me what do what to get out of this,1
0 is not null,0
so u ready for bed too,1
work i started school today so i do got homework tonight,1
I do want to cum tomorrow,1
hehe there will be lots of it,1
my bf wants to fuck me,0
someone jsut added me as a friend but dont know who it was,1
can u call me now,1
so u can ride,1
ok well when taking shower if any questions just ask me,1
being bored with u,1
We will talk online first,1
so I want unique rows,0
but there we go,0
You get my dick hard and I would like you,1
sorry for hanging up,1
which day u want come there,1
Unless u want to thats fine with me lol jk,1
oh well you gotta tan everything right,1
sounds good to me,1
you wanna my boxers lol,1
would u like sex,0
i will be with u for whole day,1
no prob u call me at 7 pm,1
but that sounds a bit awkward,0
and i am such a drag,0
i have to return them,1
my school start on february,0
i like to here what your thinking,1
i have no luck on here,1
so what are u doing today,0
ok so u think im lying bye dont talk to me,1
LOL orange jumpsuit is prison clothing,1
heh your upside down,0
would u call me,1
hell yeah where it plz,1
i sead darn egg,0
parang ganito lang hahahaha,0
I guess maybe you could buy an unfused travel adaptor and bring it to the UK,0
u ever meet for that sort of thing,1
i try not talk that way to u but thinking bout it would be hot,1
but we aint in the same way abut talking,1
let me see what i can bring up,1
im thinkin what it would like to be sittin on a couch with you,1
i have to go,1
hate all the terms,0
ive been waitin u,1
the event loop part at least sounds strange,0
sounds fun but just not sure,1
how old r u,0
yes but im trying not to mess up the system with 2 things installed,0
just asking questions cause it seems weird,1
The HyBi list is currently focused entirely on WebSockets,0
what u doing tonight,1
cant my computer wont let me,1
i think we should use the same javascript framework as much as possible,0
Navigating the DOM based on position is more likely to be successful here than by attribute,0
i just wanna fuck him,1
it was funny I was down right by your house when you called me around 430 yesterday,1
call me when u get in,1
why u still up,1
i miss talkin to u too baby,1
wait i already tried,0
i love salty stuff,0
Pero gusto kong humalik ng pepe,0
4 sitting on my ass,1
i wont i just wondered what city in michigan not your adress silly,1
and a smart ass,1
well i dont plan on finding a gf i wanna meet u i dont wanna meet anyone right now just u,1
did you like that,1
thats if u want me to come over,1
Yeah I live in a dorm,0
Heyy im looking for a HOTT girl to talk to,0
but just wanted to say HAPPY THANKSGIVING to my girl,1
u tell ur mom ur going out tomarrow,1
i cannn see that now,0
like todat his gone,1
yeah but i dont know if its wise calling my phone,1
no cant pratice at home,1
lol not sure yet,1
If I leave my house like at 10 I should be there at 2,1
u wanna try alot dont u,1
there at the part where on the tv the twitcher,1
what do u mean,0
for still being up so late,1
sorry liked the nick name,1
Nothing talk about it and have great make up sex,1
santa rosa i see,1
sucking dick is cool,1
is ur mom home,1
why do you want those,0
but only if u were,1
as long as we are on the same page,0
you should always enter ur id and password in instead of auto login,1
it will help u,1
my cock is really hard,1
i guess she heard u on the phone,1
school days r so slowwwwww,0
i could use some weight,0
well ur on the bottomw floor u said,1
I was all over that mall looking for you and at two mcdonalds lol,1
guess ill have to play you,1
but atm im not quite done with my work in field,0
I am proud of you,1
sorry for the bad english,0
oh great that is closer to me,1
LOL its over an hour away,1
Not sure what the default on Gentoo is,0
are you chatting online,1
talkto you in a few,1
havent talked to ya yet,1
can u see me now,1
I might get online just to talk to you,1
we could support Access Controls for font file loads if the server with the font file wants to be more permissive,0
i mean for u to walk there,1
brb got to but clean sheet on my king size bed,1
I bet your pussy is real tight,1
so i cam back to school,1
and take u to my nearer and just put ur head on chest,1
14 female rio de janeiro,0
where in laguna beach,1
idk know if u can fit it all in ur mouth,0
to buy the whipped cream,0
you know i didint even ask how old you where,1
good memories I hope,1
but your parents could cause yrouble,1
cause i have a big cock,0
alot i love rum and coke mixed taste good,1
you come on then you leave wtf cheech,1
I know second name is Kitchen,1
go somewhere and be alone and make out,1
I would choose it above iis,0
i can get to walters,0
Yea its sucks i got to much to do,1
umm do you shave your umm yeah that,1
you want my cock,1
then hang it up,1
back to war think hard,1
i tried to restore my system but when i logged back in i logged into my limited user account,0
hey baby call me asap,1
I find XML confusing from time to time as well,0
Im getting jitters now,1
then how come it seems like u dont want to see me in person,1
lol ill take you on a date but not to mcdonalds,1
last night i have waited for u for so much time,1
sure if the weathers nice,1
ok a little down,0
and have little fun,1
or do u want to talk to me,1
what pictures did you see,1
so how was your day,1
yea i have my own room,1
i had a bf from when i was 15 too from church but we just more talked on the phone,1
how r u gonna get ready,1
so kinda hopin its a little scary lol,1
well currently in india,0
but its still gonna hurt alittle,1
i dont want u to go but if ur tired im not going to keep u up,1
i guess i have to wait another week then,1
good now do u want to meet,1
yep it would be love to get to hold you every night,1
u know y your worth it,1
Send pics if you do,1
make sure u call at 8 am to my mob 9253006995,1
oh i would like to find something serious but i dont know if its out there for me yet,1
like how they did,1
if i play with ya n get caught but we wont,1
how bout something nice and sexy hehe,1
Just the style I like,0
yeah u wont mind how old i am when i give u ur first orgasm,1
what time is your dad leaving,1
think of me kissing you,1
a place to eat,1
i love this pic,1
Kiss thats what i cant for,1
she took 2night off,1
your not very talkative,1
k sorry i asked,1
and hold u very tight and hug u,1
you wanna see lol,1
worked on my dads house and yard and did a couple jobs,1
shes not workin tonight,1
so im from long island,0
so what u like to do it,0
sweet thats when u told me yesterday,0
Hey gf missed u more,1
then lick your nipples,1
u think about me,1
it has to be after 10 or my phone wont work,1
Be we well have fun tho right,1
its the fastest torrent prog for sure,0
rock you like a hurricane,0
got the satellite dish on the motorhome,1
I cant wait to suck your dick,1
Razors are too mainstream,0
i can prove it,0
you only an hour or so away,1
Had to stop to pee am in beaver,1
and rub that clit,0
you need a massage,1
we can go all the way if u want to,1
can u walk down road a lil from house and i pick u up,1
in the same country,0
i try 2 be,1
itll be fine ill be there,1
15 from New JErsey,0
i shall see wat to so from there,0
because your so young,1
how old is your mom,1
u to lighten up,1
so think one of these nights I give you a show,1
would u like to 69,1
You walk to the local coffee shop,0
why whouldnt you leave it with apache,0
haha i just asked you because,0
I guess that is ok,0
moms are gud lukin na,0
just found something that says if you spell acronym such as in AN NSA representative you should use AN,0
after watching Dateline friday,1
i love doing this,0
your in a hot tub,1
and if it does you dialed a wrong number ordering pizza,1
sorry have to go now,0
the nss build system requires many things to be passed as make args,0
hey thats not funny,1
xhtml is your only god on the radio,0
then what will u want to do,1
god i want you to like me so much,1
done with my yard work so nothing that i know of,1
Where are you from,0
would you wanting me tii,1
nobody loves me or cares about me,1
Your pants are pointing,0
Went swimming and then it rained and now am washing clothes,1
i can bring u food if u want,1
but it would give the context people are asking for,0
u have not even looked a paper to see what is playing have u,1
so ask me something,1
no its a guy,1
ill be on here in like 3 hours ok,1
yeah it would be quite strange if you werent right the second time XD,0
thats good lucky for you u can relax,1
i could lay down,1
im okay just a lil sleepy right now,0
i just found my card,0
y becasue it 915pm,1
so whats that mean,1
mine does ok with 256,0
If u came here with me,1
ok now I know not to in your house,1
im comin up then,1
AT LEAST PHONE NUMBER,0
what time do u usually go to sleep,1
what did you do today,1
i got big shoulders,1
i decided i wanted to try to get to know u more like that,1
just wish you could share a pic with me too,1
lol i guess i get kind of sea sick lol,1
it makes you really horny,1
how come your invisable,1
window is not a completeopt setting,0
i really want to please you,1
you should call me and masturbate on the phone,1
can I leave now,1
i know you like it a lot,1
hmm I have odd error,0
comes back from meeting with the TAG,0
Fuck the pain away,0
where is it located on the globe,0
not to mention thats it is totally wrong to be interested romantically or sexually with a 13 yo girl,1
did u ever play with it,1
